INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-15 20:56:54', 46);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-21 20:56:54', 23);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-07 20:56:54', 18);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-12 20:56:54', 15);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-12 20:56:54', 30);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-16 20:56:54', 5);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-03 20:56:54', 27);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-28 20:56:54', 49);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-13 20:56:54', 18);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-20 20:56:54', 12);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-03 20:56:54', 2);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-04 20:56:54', 50);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-27 20:56:54', 21);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-19 20:56:54', 49);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-09 20:56:54', 45);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-08 20:56:54', 44);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-08 20:56:54', 34);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-21 20:56:54', 25);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-15 20:56:54', 41);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-24 20:56:54', 45);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-04 20:56:54', 1);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-25 20:56:54', 11);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-20 20:56:54', 48);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-22 20:56:54', 3);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-15 20:56:54', 1);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-15 20:56:54', 47);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-05 20:56:54', 15);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-18 20:56:54', 13);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-08 20:56:54', 44);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-06 20:56:54', 23);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-28 20:56:54', 25);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-21 20:56:54', 45);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-26 20:56:54', 11);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-26 20:56:54', 46);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-23 20:56:54', 7);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-21 20:56:54', 1);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-29 20:56:54', 1);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-26 20:56:54', 41);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-21 20:56:54', 5);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-19 20:56:54', 33);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-30 20:56:54', 22);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-10-07 20:56:54', 7);
INSERT INTO tb_log_acessos (data_login, fk_usuario) VALUES ('2023-09-23 20:56:54', 45);
